Number1,Number2,Number3,Total Sum
765.7899236453951,1242.9155413414433,980.6492185742813,
300.49318823984896,1196.3555010642551,,1496.848689304104
319.5592731266769,,969.1701549310071,1288.729428057684
534.3200174803239,905.4431398629058,624.4840913202605,2064.24724866349
336.26321569491745,1081.0810273233153,785.1101138465895,2202.4543568648223
995.3964686403557,1074.3926508790216,1574.2110756030875,3644.000195122465
736.2949434370353,748.8769865419875,1420.3015744340455,2905.4735044130684
469.92552638624136,1313.9837416793125,882.7184772208889,2666.627745286443
472.48804309778063,753.1520577925932,1163.6788598976282,2389.318960788002
306.06682828479296,1019.696797761705,1190.648676500017,2516.412302546515
510.0606706749316,,614.5865274572955,1124.647198132227
,,,0
642.7693275943403,1129.8098284494554,663.5367247724879,2436.1158808162836
821.0178212583573,1798.335862101068,1285.5150889666097,3904.868772326035
,,,0
943.9678425797986,1317.2474327675689,1425.8672501591889,3687.0825255065565
773.4019542818684,1499.7188209336232,,2273.1207752154914
63.425326593932716,,755.2320412407095,818.6573678346422
182.56351285041285,663.1658445005077,979.1988377433479,
126.37548384375316,627.1569154677668,417.68564837221174,1171.2180476837316
843.3529281291566,1077.4289102923926,1393.8650842372836,3314.646922658833
313.75964624967764,378.38611910274835,568.5787768007899,
103.92221982504101,972.8417375678526,,1076.7639573928936
919.1568786817295,1840.3879600761047,971.4614897150608,
867.1793921942625,,,867.1793921942625
51.413657156713946,349.8270872751833,661.1646135567692,
,,,
,,,0
95.30769685550703,,,95.30769685550703
163.0870475604758,628.6737332681886,,
833.5387754151463,1515.4918264792673,1041.9747777906025,3391.005379685016
354.43117955792735,439.38448049367713,,793.8156600516045
298.0202729023479,795.0110243796432,1286.655284883664,2379.686582165655
939.833121005933,1796.8032824416937,,2736.6364034476264
953.9392932100682,1304.2788640552824,1129.23585495272,3387.4540122180706
973.8231635221431,1289.5636042541983,1084.3462525990549,
112.11665975551666,826.128210203735,257.2640054304379,1195.5088753896896
52.62639776922726,779.5482588159437,322.26445874444283,1154.4391153296137
310.1884510206889,1215.6866751362422,1001.9617102114771,2527.836836368408
40.366392487807936,405.46208334515956,245.0942523948657,690.9227282278332
798.6752518147324,1710.3458197104528,1503.8344941840917,4012.855565709277
965.8278353845786,1042.6320095972221,1714.6198710726323,
75.08206423807766,704.9800837070366,678.1084026642786,
639.0662208214198,937.2881789298144,1637.9632364172687,3214.3176361685028
777.1519374863101,779.1103939604421,1372.9777854905915,2929.240116937344
890.3381666343529,1873.2357235772165,1856.1123061099042,4619.686196321473
478.0550691380153,781.0252211851034,1404.9414812773696,2664.021771600488
525.0612384783784,832.7895341672136,1506.483971799618,2864.33474444521
49.007632473091796,484.6391783834339,653.6473356666826,1187.2941465232082
770.4688902194521,1338.7596154771445,,2109.2285056965966
422.2289669284499,978.4166697165897,1106.1928061391159,2506.8384427841556
925.0202779501792,1751.6364784615403,1378.4693423088188,4055.1260987205383
786.0490667762928,1241.1034681660585,790.2933468182028,2817.445881760554
145.4285864902998,939.1730240164071,294.1403638762026,1378.7419743829096
886.6826302803549,1882.572114516684,1833.3335731248594,4602.588317921898
596.6863673042133,647.9642340907495,1347.875024847975,
181.2518531164653,413.2913801754171,736.4353244748984,1330.9785577667808
306.52046643126124,1152.0105494743339,903.866367317964,2362.3973832235592
272.45875375967694,694.8029177057299,827.3730486575417,1794.6347201229487
838.6595208923983,1447.5964796446665,,2286.2560005370647
852.5502979474668,1010.7169879647779,1365.2256129698924,3228.492898882137
173.5411480501805,315.9789143186464,623.2629099292653,1112.7829722980923
445.77929392477796,850.319077650455,,1296.098371575233
640.5548188417057,,1179.7870277875768,1820.3418466292824
491.82262557938856,576.6448737900271,1233.1286508992828,2301.5961502686982
586.4500190546144,1262.7767983435115,1110.4044603814446,2959.63127777957
69.67970060127041,454.5544099135951,564.0275241375431,1088.2616346524087
,,,0
417.54485479873034,1188.1168431008398,1036.9951543033,2642.65685220287
,,,0
129.33516270747512,1097.544925497692,912.9978881880878,2139.877976393255
959.4545923095125,1112.7470331257496,1522.526259979376,3594.727885414638
601.6291383206031,,,601.6291383206031
610.9753246122868,887.3152009594585,1410.9430666252565,2909.2335921970016
,,,0
696.053447825484,842.3044388192016,1033.6408619964193,2571.9987486411046
480.9995521484002,1185.994852679006,1238.8141235979792,2905.8085284253857
51.663981192439785,1024.3437614722593,,1076.007742664699
459.4995674066197,539.4131548918823,1008.5882809025586,2007.5010032010605
60.85602376089701,,943.9923663210429,
860.945198415697,1032.7881484441295,1443.253964561144,3336.9873114209704
688.5068940202381,1586.1577983218394,719.570443855253,2994.2351361973306
675.65011267855,828.8110004327011,1306.5602208524733,2811.0213339637244
876.2213147224081,1133.3510792412426,1283.7074939970978,3293.2798879607485
855.3982985672557,1666.832953848334,1795.5874715564742,4317.818723972064
451.2260698927897,1025.4477169111694,476.94741260153944,1953.6211994054986
945.3893177324521,1142.8179776491666,,2088.2072953816187
,,,0
159.35815811932378,994.0403655598274,386.10943771378953,1539.5079613929406
262.6817239393498,1082.1487987619203,570.4937772400006,
692.3669914340081,709.0218111901752,1160.0093593595664,2561.3981619837496
28.832637062751083,,339.7778428963959,368.61047995914697
941.3496843009829,1033.0503826357642,1659.0208338983302,3633.420900835077
921.3858021121908,1228.755906512961,1534.1209868499227,3684.2626954750745
634.8628172407474,1549.348965110255,,2184.2117823510025
806.2631288004355,1457.889555080666,1786.6892883684147,4050.8419722495164
207.08778692748407,516.8723971197384,627.9447633851717,1351.904947432394
476.266007416703,1008.7333898180996,790.0724916976301,2275.0718889324326
968.1257529701486,1222.937485041578,1376.3676957888006,3567.430933800527
55.85099253245456,254.5149083759793,660.7204995517436,971.0864004601775
4.68344740024653,233.37967691374826,160.1892077844456,
408.98442191638435,414.22845242787673,1178.0971125118388,
572.4538861423159,992.8925804468686,1289.1110843806173,2854.4575509698016
223.0011751956744,,1164.180866148178,1387.1820413438525
930.6933229464147,1739.8784654374986,1262.6888402598029,3933.2606286437162
656.5301199756319,867.6141043731769,862.0726255100763,2386.2168498588853
781.139160958102,1384.9374904497859,1141.8716221643554,3307.948273572243
342.36702710510457,576.9614712042502,,919.3284983093547
928.7007209186683,1884.7271006332498,1156.556052069831,3969.983873621749
,,,0
68.08900489369478,302.78029862893584,438.4298171487311,809.2991206713617
280.35389656360815,1208.5587865019656,935.825847885078,2424.7385309506517
786.8475592373343,1711.1676975655491,,2498.0152568028834
531.2367448722373,1420.376668306575,739.6674934997623,2691.280906678575
78.0795669509262,472.8835815416095,448.8102717096673,999.7734202022029
206.77383729121226,949.3551260986819,269.2009861559346,1425.3299495458286
805.2059534325155,1523.8014369818181,1073.0091641675326,3402.0165545818663
,,,0
891.2639283697217,1323.3432712277797,1822.4902977748166,
17.68528668157251,611.8330367324762,481.1850414221879,1110.7033648362367
579.6993512775912,822.5248171254451,957.2827073480618,2359.506875751098
95.90184149585663,848.3653191848806,1005.2989604231896,1949.566121103927
811.4184581959822,874.9948011007058,1138.0436290565212,2824.4568883532093
,,,0
413.9664719578676,417.10822464196985,1226.8279480946105,2057.902644694448
290.8288142742159,,1223.9918183037194,1514.8206325779352
546.5061975614,1050.2732019677567,1339.070269726313,2935.8496692554695
936.6454005193834,,1859.254589886324,2795.8999904057073
793.4276164085996,1442.1422495727354,1439.009229084445,3674.57909506578
582.085115617362,1271.5160425789736,714.8981474885518,2568.4993056848875
,,,0
858.0791842960315,,1332.753201381558,2190.8323856775896
806.8730711924112,1607.881023279474,1208.7300014863263,3623.4840959582116
944.316837131715,994.1677941125275,1904.5053301550802,3842.989961399323
65.83768442359099,856.5910607918661,654.0111119689774,1576.4398571844345
810.4227097094376,985.4861048467071,1690.4653814882595,3486.374196044404
948.0708419119105,1294.8643827597957,1746.4710907272647,3989.406315398971
398.1162366531078,998.7532179996524,1075.9777246341937,2472.847179286954
438.46628238279675,1249.9475046310495,932.6319370452043,2621.0457240590504
154.36241089748174,888.9556298711065,212.06417031343594,1255.3822110820242
88.77331669998377,803.783753080981,403.18625605703113,1295.7433258379958
784.9411479995676,1777.9493766335981,1398.8822846148719,3961.7728092480374
631.6622488544639,873.3296502186281,1156.138596647088,2661.13049572018
661.0915792723748,1293.0073050468936,884.1100572762589,2838.2089415955274
,,,0
772.1550284108322,1012.6254262174797,1749.0488632729202,3533.829317901232
415.80484961228825,1044.8284054534,490.5128415799114,1951.1460966455995
253.07900223228873,1221.3608916394242,1216.2778848166115,2690.7177786883244
576.9682223123694,,1206.3955252839708,1783.36374759634
330.46516764099425,793.8591643207458,651.1877579125448,1775.5120898742848
899.4024642926396,1345.2499138405105,1466.6557816332986,3711.3081597664486
112.94898275188758,916.0179068067056,1002.4550609260685,2031.4219504846617
764.6737163228099,1342.092400230818,1484.2612902307933,3591.027406784421
585.4509124380004,814.202302479914,663.1614748741375,2062.814689792052
708.4235082256703,989.9449049009743,1286.9180431270786,2985.2864562537234
592.3044534920933,769.1257872495353,786.6221788611731,2148.052419602802
,,,
58.81521749583345,173.50116287386734,,232.3163803697008
476.32294613955486,1012.0910019151374,1157.8191740729383,2646.2331221276304
971.7371886428309,1728.4495059603735,1791.1900536261192,4491.376748229323
207.59892652497675,824.8389713173692,319.49132984584105,1351.929227688187
742.5161365703457,,1027.2024181859301,1769.7185547562758
832.0199262159397,1143.6918264201831,1296.7228223133854,3272.4345749495083
140.67296639273923,896.7989474741637,368.1784258252006,1405.6503396921034
119.26307470907929,,740.5627223419762,859.8257970510555
984.6019318001263,1625.169148340132,1620.268822392075,4230.039902532333
178.22134415600334,,1102.7245764087997,1280.9459205648031
396.6501321505541,819.6002409786583,1293.9567309386384,2510.207104067851
166.8107163804617,737.2578227294083,767.07416543347,1671.14270454334
720.419991956736,1513.3899902764263,1615.9256191080312,3849.7356013411936
364.039639460697,935.5951930362136,1082.4709508787944,
632.7908191979117,,1080.3139529710447,1713.1047721689565
411.9496847017658,751.9134976687537,870.0805325737606,2033.9437149442801
290.2146621399509,474.99501872405426,604.8791188791186,1370.0887997431237
321.205107870349,1228.4839318971449,789.9918735660222,2339.680913333516
586.408420026965,1203.1198432961055,711.4647755285579,2500.9930388516286
,,,
64.28337434181931,286.79862059398795,303.7464927932061,654.8284877290133
729.4839146733025,1566.7963831540467,874.8097986229274,3171.0900964502766
299.95884679578006,398.2028552937888,743.9475130184195,1442.1092151079883
867.3036214711743,1395.2691305780795,1503.6610511585143,3766.2338032077682
116.29651898307594,645.4442399029599,435.21810240001463,1196.9588612860505
915.7961865128477,1295.9975601595995,919.1561335390512,3130.9498802114986
146.8100626276544,1074.7835266719374,165.49767961224032,1387.091268911832
838.7400717589072,1120.623174734318,1305.3031790704845,
448.8885556113568,569.2346094411105,1289.9974418326676,2308.1206068851347
873.9693917204087,928.66716969213,1344.5515518994657,3147.188113312004
897.5748506015728,1675.7334682647322,,2573.308318866305
865.463206862723,1329.581085168295,,2195.044292031018
830.5119343802388,1095.6005204743701,1001.1817843578224,2927.2942392124314
52.76265485434118,176.87716623018974,1044.718078465372,1274.3578995499029
483.11080473617017,824.2503184538853,923.4814877251114,2230.842610915167
842.194747471624,1510.0649708839915,1406.7124922078087,3758.972210563424
609.1274844127174,,1518.1159516233488,2127.243436036066
48.21502689552605,410.62252665510186,213.87789754345098,672.7154510940788
47.21479521765503,419.78733059022,553.1874367642074,1020.1895625720824
498.5715445286272,525.2704065439315,779.4057776462726,
557.2962233076823,675.7052027820025,650.9138826617032,1883.915308751388
205.81881093091152,251.4161382001264,,457.2349491310379
163.97368502467916,389.06450697361925,1103.1246062588257,1656.162798257124
808.3336472017882,1037.4147984284782,,1845.7484456302664
293.95501200220065,,432.8276645888309,726.7826765910315
252.31712980860482,696.0092139924632,532.6336203586562,
506.1307656241009,1152.9763196907384,1166.1128915819352,2825.2199768967744
670.9708515247788,1093.184180629551,1328.3865648537417,3092.5415970080717
908.8571946098299,,1684.287568743518,2593.144763353348
563.1886956154517,1386.6924421317767,1230.1813498227184,3180.062487569947
686.7364961941108,690.2974644536968,,1377.0339606478076
108.30427595330372,131.00176406171195,963.7587858825123,1203.064825897528
865.3585069379726,1361.554826899787,1800.5921869404856,4027.505520778245
865.936372582293,1692.0347645239226,1021.1087268389249,3579.0798639451405
195.81011728500346,250.43818288456532,801.7666219316021,1248.014922101171
693.8126972889328,1185.5195100916824,799.583141281854,2678.915348662469
,,,
282.43377858899896,528.9859057476942,481.0010397789457,1292.420724115639
,,,0
480.00170217952007,1326.7886759297871,1354.95603545109,3161.7464135603973
703.4525733320033,1354.6242830156866,1624.626301745062,3682.703158092752
972.9460753955199,1441.5983891544172,1468.5773258048973,3883.1217903548345
194.28099281944571,,287.1671575056178,481.4481503250635
323.4248314625982,681.1965274444515,463.62444773864473,1468.2458066456943
147.04464198318522,1092.47018945934,1039.3735025352087,2278.888333977734
481.8705300784506,,1181.6815722309213,1663.552102309372
776.899006075982,1191.0816862615968,1308.6139360141956,3276.594628351774
662.7721769916071,1351.9145480228774,1372.7731120388469,3387.4598370533313
203.93919970095274,828.1009735175154,820.3100813486786,1852.3502545671467
981.7071240374306,1393.3811508862298,1682.9153985367766,4058.003673460437
339.73361893392155,617.6884327628142,467.3275684886951,1424.7496201854308
,,,0
207.5383100340069,482.66880417044126,407.1564405966789,1097.363554801127
903.4524397570384,1164.4010686385059,1289.89671045197,3357.750218847514
19.29941614386209,767.9933399050047,442.7150144627195,1230.0077705115864
730.4359865155524,1091.8900977724807,1588.461264674504,3410.787348962537
577.6788163827338,670.9032378182694,1202.9829198415587,2451.564974042562
719.8565443032929,1095.8052508596543,,1815.6617951629473
272.29455419032666,1150.0091175878438,288.53901087565055,1710.842682653821
20.189854935780946,392.0017182245788,950.9527978342662,
500.6565619684425,1133.9479276371123,1358.2546019952097,2992.8590916007643
632.6808355126004,998.1712481588154,766.1478698545873,2396.999953526003
255.40259157233666,1136.5226543533045,1019.864968308197,2411.790214233838
948.4618176253797,1038.8214018117535,1556.1683278209339,3543.451547258067
921.032546056622,1360.9541742183883,1838.845712183087,4120.832432458097
719.021704060213,1024.7077391439586,1048.0990890109374,2791.828532215109
122.808046339376,253.7448246451644,594.1624734570152,970.7153444415555
729.5802817415032,1535.1428289028636,965.8216968728267,3230.5448075171935
394.218376207916,537.2350539655909,1005.9374910964127,
538.7240361123419,1413.0167066035842,1243.8081839811362,3195.548926697062
308.8695012642238,1227.795274740607,783.0811867177126,
417.2888640479989,615.6755792735293,571.103061630356,1604.067504951884
739.2272830904383,1092.9290701418513,1297.7408634174092,3129.8972166496987
558.977227633808,705.8779037358046,1174.265119033928,2439.1202504035405
471.611815900876,1186.5575373255238,1403.6888697259058,3061.8582229523054
459.2997453652215,645.389219514624,955.9998553751151,2060.688820254961
852.7275040098953,1647.0714923932396,1687.9415173412976,4187.740513744433
269.2515243832624,,1222.692660291404,1491.9441846746665
694.6156694826443,1070.1434544642711,711.247724643612,2476.0068485905276
868.3732450477344,1272.552639414802,1795.3210988881585,3936.246983350695
609.5985718180189,1472.6044066604081,750.5816113861435,2832.7845898645705
798.3207828188217,1097.8773837146575,1573.6125983206834,3469.8107648541627
,,,0
483.547152422684,,1433.5869509581144,1917.1341033807985
202.20480319068216,969.8188570603181,299.58156874958246,1471.6052290005828
707.5921831735842,,1181.2604053993596,1888.8525885729437
205.6724660813626,543.772404591007,402.9435601696751,1152.3884308420447
200.98328028103057,983.5098588050438,301.8520504015728,
787.762919321305,1535.5923096241395,1064.1686101697276,3387.523839115172
,,,0
982.1501459407076,1913.5948292394505,1546.1523981611344,4441.897373341292
915.8892647565818,1855.3046874355057,1040.552105703375,3811.7460578954624
742.2589643790776,1678.321670144704,874.8949483987865,3295.4755829225683
495.6653063363051,1225.7350394133673,,1721.4003457496724
581.4240677437558,,593.3206929364007,1174.7447606801566
796.7974372041431,921.5121883506938,1747.7116586843827,3466.0212842392193
471.4442921252201,1122.3154669882756,1011.3217356421294,2605.081494755625
371.39116032126685,,,
9.810696136686955,778.6888079215588,608.539814925662,1397.0393189839078
793.7075876187273,1770.273522642463,956.5536656076507,3520.534775868841
252.24540357588927,962.6433650776682,,1214.8887686535575
617.7421794855786,1282.7994788752167,,1900.5416583607953
714.8598258851872,,1369.2930876864436,2084.152913571631
121.56799295981916,,959.823567156697,1081.391560116516
779.7909964155656,947.6923495191725,1518.4036174173243,3245.8869633520626
234.1553700498373,633.6025129943657,385.2197154006218,1252.9775984448247
654.436010483562,1404.6390823913266,1223.1642686570688,3282.2393615319575
354.0813186723243,384.18433504049773,,738.2656537128221
191.6663023881291,1035.1234005912092,,1226.7897029793385
,,,0
722.8541818234486,,840.6104164752994,1563.4645982987481
754.1705813225472,1688.8068294603613,1206.7719712585074,3649.7493820414156
238.8365365943169,1054.2978809267622,,1293.134417521079
597.1441147695546,1595.3455104283257,876.2104294974984,3068.7000546953786
299.37972535136686,,355.8225692892821,655.2022946406489
,,,0
829.7656047482384,1312.1855464093476,1094.7296024978612,3236.680753655447
542.001504061742,1011.1138546181529,1319.5896676768978,2872.7050263567926
872.9048099622788,1860.5059784061511,1470.1727035442912,4203.583491912721
,,,0
1.7017618408233077,126.1182395785439,263.0323475069373,390.8523489263045
609.7239678603815,1402.423081426625,1094.1385694190712,3106.285618706078
930.1507739579414,1317.5290139330841,1593.6016861478352,3841.281474038861
,,,0
537.2516961222649,589.0343033404571,1246.115105982351,2372.401105445073
573.590081165697,971.3223754524975,1296.7831892643258,2841.6956458825202
161.69023930429157,421.5070912507689,711.3052059837137,1294.5025365387742
102.69632154539674,455.39214438467064,,558.0884659300674
689.205745696603,1177.6994244235439,1459.7569291384934,3326.6620992586404
900.4721124194615,1061.939706441699,1078.4973167352928,3040.9091355964533
475.0330780462283,590.7790612689555,1178.2229410021905,2244.035080317374
205.19086005886606,306.77470458263423,1016.8815133136906,1528.8470779551908
682.3908243740682,1377.812774013814,1024.084885280627,3084.2884836685093
40.853506699071026,687.008633466193,387.7947779064202,1115.6569180716842
99.89753266634638,313.1274572043014,887.930234514557,1300.9552243852047
667.4303354717542,769.701434705083,,1437.131770176837
130.32658829032275,750.7105326521514,863.5672027175794,1744.6043236600535
937.0077422317245,1260.739441680135,,2197.74718391186
53.6678160884504,221.0779502592879,248.93438752629197,523.6801538740302
404.41648292887163,980.303840198866,730.2160079686153,2114.936331096353
,,,0
758.293694373917,1023.952522673723,1024.445109608681,2806.691326656321
835.4664620525301,1550.3865950969598,883.4402627410695,3269.2933198905594
939.9824855343936,969.027499078853,1695.085040344972,
516.3164822111157,1457.3674572478517,,1973.6839394589674
758.573872697635,1058.376115217391,911.8657606579502,2728.815748572976
,,,0
687.6086029062391,771.2085043081867,,1458.8171072144257
161.17237736583886,1059.6584558112406,,1220.8308331770795
46.21113852663331,390.91809523013285,383.90301369168594,821.0322474484522
135.21876135888627,,932.1605555400846,1067.379316898971
467.16489746150427,,998.7752569766858,1465.9401544381901
712.3402489473372,1442.718030019632,1069.5078438490382,3224.566122816007
402.09990773455525,435.6294729626085,644.4233880253649,1482.1527687225287
208.2200955880161,324.1356422850952,387.91159026164405,
457.2853148117025,1027.827150772262,854.2519597543328,2339.364425338297
761.5342945288421,1751.5444246377397,1089.4532177308326,3602.531936897414
595.6429145890852,1268.1522869681232,674.3524067956013,2538.1476083528096
589.3475691816213,1093.5051118461986,912.5349875364252,2595.3876685642454
896.1167033916397,1835.7344903206144,1181.6474114028802,
716.6666800784215,1567.309998520887,981.1900467015605,3265.166725300869
217.62876900492068,496.75437835193475,655.681649122075,1370.0647964789305
611.8005971388088,1580.1572695147552,1387.2623766681954,3579.2202433217594
766.7533034215666,770.9157858158184,1220.7532639327792,2758.422353170164
811.5613631956213,897.627519481349,,1709.1888826769705
485.8755029877908,,1428.4264669830477,1914.3019699708384
68.73298837428689,252.89049528612588,,321.6234836604128
351.2431423980852,913.5697319618171,552.7204750480148,1817.533349407917
686.5341905297523,725.6575030004982,899.0988159139305,2311.290509444181
144.2983155754249,,722.8162325123008,867.1145480877257
694.6708911343202,967.5664430349799,1064.7524566349848,2726.989790804285
57.43211410889289,924.0940946018591,351.4563494202174,1332.9825581309694
632.4401837516451,785.3518206499683,1449.2134805703386,2867.005484971952
142.39099457771619,930.9162896380096,,
615.0866098634116,623.1057020129456,1249.8614774099146,2488.0537892862717
875.2387185177957,1511.2603577447203,1394.4492987578374,3780.9483750203535
777.452512637608,966.9870524226388,1677.990674021859,3422.430239082106
577.8274585380411,1058.2786432811865,970.6039486631478,2606.7100504823757
878.7561100499115,1543.128184283118,1502.5264015893815,3924.410695922411
623.5488287164034,655.24620220044,712.8437697465844,1991.638800663428
590.4865218379501,1556.869292964575,1584.462103396846,3731.817918199371
877.5632748152397,,894.6106386096341,1772.1739134248737
118.94506157261507,564.2071519804151,986.6252844333919,1669.777497986422
10.870543313199825,977.3132994261547,681.7054313648965,
263.680739753559,1255.6702092455057,1206.9419128290488,2726.2928618281135
902.4066642277568,1435.4463609076647,1841.3703730867128,4179.223398222134
,,,0
698.571627218795,743.4874911232642,1023.6466850682515,2465.7058034103106
428.37886183234787,1265.060493628945,613.7662494129958,2307.205604874289
948.9887845183453,1603.1174950922718,1584.6316880825802,4136.737967693198
174.9244861061247,1102.5891277432618,728.71423271202,2006.2278465614065
83.02389499707412,949.81140717248,284.18077217421177,1317.016074343766
377.80889158371764,1339.5083176161475,1147.0570389296377,
302.5526307632819,1039.556628990801,768.4513219075409,2110.560581661624
452.7691359446323,677.295325788576,,1130.0644617332082
552.513657673886,737.3749418988937,1385.0370111147536,2674.925610687533
,,,0
385.54839040167616,1021.3061018256824,1156.0407336422866,
473.4635276138789,1085.4102707951467,,1558.8737984090258
,,,0
609.6131725319101,719.3787385640519,953.4302760482036,2282.4221871441655
83.65914735322437,368.4128979527263,519.019944021241,971.0919893271918
824.929821516323,1212.1916332808753,,2037.1214547971983
943.963595715774,1680.7363380409895,999.9019656718434,3624.601899428607
307.1629276423023,728.9657123424886,947.7819358572718,1983.9105758420628
120.50669591979913,1059.094433812578,791.5374326378073,1971.1385623701844
334.9896339137764,1237.4654854518576,794.3952326102384,2366.8503519758724
266.5583063396399,388.85112507713393,796.1838158953425,1451.5932473121163
920.2788368731974,1301.0278652451493,1901.3986129305904,4122.705315048937
676.0359362190774,684.6839120342775,1451.8104322268277,2812.5302804801827
469.09762966893805,1439.316308214709,1348.5159366691723,3256.9298745528195
2.3252811286127235,777.7067814641258,46.258457325558176,826.2905199182967
597.9201218373004,1171.4623593605775,1250.7620509358267,3020.1445321337046
476.30370424183576,854.0457135742482,1017.0081116623833,2347.3575294784673
15.780729783917671,791.7825705492687,281.2860188137562,
945.0835313174912,1320.3835072323034,1326.477433089886,3591.9444716396806
43.73978043918145,786.0959757087176,403.9601458896568,1233.7959020375558
392.32613544610405,817.6861879876832,966.6576739244128,2176.6699973582
781.7124817942158,1159.6058492908242,1735.2870401092578,3676.6053711942977
515.9577036565847,718.9890606526045,1122.2549299668765,2357.2016942760656
55.845440565050346,873.7980489464403,,929.6434895114907
374.0250630328648,1072.1563980927622,1099.8738096225154,2546.0552707481424
595.3468032924711,1185.996739532262,,1781.343542824733
716.7819258229048,1621.5008136147408,1194.048532515147,3532.3312719527926
164.41772391139924,930.1795699847489,693.059148603897,
884.4111365389106,1836.391105599179,1257.907181631371,3978.7094237694605
664.2714325078348,1024.0291287535783,1093.8963455760309,2782.1969068374437
93.81438703485058,699.2330040673653,599.2888082200736,1392.3361993222895
353.8857630785123,1120.0842266016073,,1473.9699896801196
403.4518986498773,407.096536029552,1321.5183757280386,2132.066810407468
,,,0
952.9405815138336,,1925.192001116399,2878.1325826302327
316.0261046462231,828.7554677592786,,1144.7815724055017
352.0347224171319,656.2179446165021,889.5727819781358,1897.8254490117697
768.4565413118197,1112.2001581811596,1224.1491966551298,3104.8058961481092
784.6328981572393,,856.8466327284536,
,,,0
